,strong_aer,mid_aer,weak_aer,minus1_lb_aer
660,False,False,False,False
661,False,False,False,False
662,False,False,False,False
663,True,False,False,False
664,False,True,False,True
665,False,True,False,False
666,False,True,False,True
667,True,False,False,False
668,False,True,False,False
669,False,False,False,False
670,False,False,False,True
671,False,True,False,True
672,True,False,False,False
673,False,False,False,True
674,False,False,False,False
675,False,False,False,False
676,False,False,False,False
677,True,False,False,False
678,False,False,True,True
679,False,False,False,False
680,False,False,True,True
681,False,False,False,False
682,False,False,False,False
683,False,False,False,False
684,False,False,False,False
685,False,False,False,False
686,False,True,False,True
687,False,False,True,True
688,False,False,False,False
689,True,False,False,False
690,False,False,False,False
691,False,False,False,False
692,False,True,False,True
693,False,True,False,True
694,False,True,False,False
695,False,True,False,True
696,False,True,False,False
697,False,False,False,False
698,False,False,False,False
699,False,False,False,False
700,False,True,False,True
701,False,False,False,False
702,False,True,False,True
703,False,False,False,False
704,True,False,False,False
705,False,False,False,False
706,False,True,False,False
707,False,False,False,True
708,False,False,False,False
709,False,True,False,True
710,False,False,False,False
711,False,False,False,False
712,False,True,False,False
713,True,False,False,False
714,True,False,False,False
715,False,False,False,True
716,False,True,False,False
717,False,True,False,True
718,False,True,False,False
719,False,False,False,False
720,True,False,False,False
721,True,False,False,False
722,False,False,False,True
723,False,False,False,False
724,False,False,False,False
725,False,True,False,False
726,False,False,False,False
727,False,True,False,True
728,False,False,False,True
729,False,True,False,False
730,False,False,False,True
731,False,False,False,True
732,True,False,False,False
733,False,False,False,False
734,False,True,False,True
735,False,False,False,False
736,True,False,False,False
737,False,False,False,False
738,False,True,False,False
739,False,False,False,False
740,False,False,False,False
741,False,True,False,False
742,True,False,False,False
743,False,True,False,False
744,False,True,False,False
745,False,False,False,False
746,False,False,False,False
747,False,False,False,False
748,False,False,False,False
749,True,False,False,False
750,False,True,False,True
751,False,True,False,True
752,False,True,False,True
753,False,False,False,False
754,False,False,False,False
755,False,False,False,False
756,True,False,False,False
757,False,False,False,False
758,False,False,False,False
759,False,True,False,True
760,False,False,False,False
761,False,False,False,False
762,False,False,False,False
763,False,False,False,True
764,False,False,False,False
765,False,True,False,False
766,True,False,False,False
767,False,False,False,True
768,False,False,False,False
769,False,False,False,False
770,False,True,False,False
771,False,False,False,True
772,False,False,False,False
773,False,True,False,False
774,True,False,False,False
775,False,True,False,False
776,False,False,False,True
777,False,True,False,True
778,False,True,False,False
779,False,True,False,True
780,True,False,False,False
781,False,False,False,False
782,True,False,False,False
783,False,False,False,False
784,False,False,False,True
785,False,False,False,False
786,False,False,False,True
787,False,False,False,False
788,False,False,False,False
789,False,False,False,False
790,False,False,False,False
791,False,True,False,True
792,True,False,False,False
793,False,False,False,True
794,False,True,False,True
795,False,False,False,False
796,False,False,False,False
797,False,True,False,True
798,False,False,False,False
799,False,False,False,True
800,False,False,False,False
801,False,False,False,False
802,False,False,False,False
803,True,False,False,False
804,False,False,False,False
805,False,False,False,False
806,False,False,False,False
807,True,False,False,False
808,False,False,False,False
809,False,True,False,False
810,True,False,False,False
811,False,False,False,False
812,False,True,False,False
813,True,False,False,False
814,False,False,False,False
815,False,False,False,False
816,False,False,False,False
817,False,False,False,False
818,False,True,False,True
819,False,False,False,False
820,False,True,False,True
821,False,False,False,False
822,False,False,False,False
823,True,False,False,False
824,False,False,False,False
825,False,True,False,True
826,True,False,False,False
827,False,False,False,True
828,False,False,False,False
829,False,False,False,False
830,False,True,False,False
831,False,False,False,True
832,False,False,False,False
833,False,False,False,True
834,False,True,False,True
835,False,False,False,False
836,True,False,False,False
837,False,True,False,True
838,False,True,False,True
839,True,False,False,False
840,False,False,False,False
841,False,False,False,True
842,False,True,False,False
843,False,False,False,True
844,False,False,True,True
845,False,True,False,True
846,False,False,False,False
847,False,False,False,False
848,False,False,False,True
849,False,True,False,True
850,True,False,False,False
851,False,False,False,False
852,False,False,False,False
853,False,True,False,False
854,False,True,False,False
855,True,False,False,False
856,False,False,False,False
857,False,False,False,False
858,False,False,False,True
859,False,True,False,True
860,False,False,False,False
861,False,False,False,False
862,False,False,False,True
863,False,False,False,False
864,False,True,False,False
865,False,True,False,False
866,False,False,False,False
867,False,False,False,False
868,True,False,False,False
869,False,True,False,False
870,True,False,False,False
871,False,False,False,True
872,False,True,False,False
873,False,False,False,False
874,True,False,False,False
875,True,False,False,False
876,False,False,False,False
877,False,False,False,True
878,False,False,False,False
879,True,False,False,False
880,False,True,False,False
881,False,False,False,False
882,True,False,False,False
883,False,False,False,True
884,False,True,False,False
885,False,False,False,False
886,False,False,False,True
887,False,False,False,False
888,False,False,False,True
889,True,False,False,False
890,False,True,False,False
891,False,True,False,True
892,False,False,True,True
893,False,True,False,False
894,False,False,True,True
895,False,False,False,False
896,False,False,False,False
897,False,False,True,True
898,False,False,False,True
899,False,False,True,True
900,False,False,False,False
901,True,False,False,False
902,True,False,False,False
903,True,False,False,False
904,False,True,False,False
905,False,False,False,True
906,False,True,False,False
907,False,False,False,False
908,False,False,False,True
909,False,False,False,False
910,False,False,False,False
911,False,False,False,False
912,False,False,False,True
913,False,False,False,False
914,True,False,False,False
915,True,False,False,False
916,False,True,False,False
917,False,True,False,True
918,True,False,False,False
919,False,False,False,True
920,False,False,False,False
921,False,True,False,False
922,True,False,False,False
923,False,True,False,True
924,False,False,False,True
925,False,False,False,False
926,False,False,False,False
927,False,False,False,False
928,False,False,False,False
929,False,False,False,False
930,False,False,False,False
931,False,True,False,True
932,False,False,False,False
933,False,True,False,False
934,False,True,False,True
935,False,False,False,False
936,False,True,False,True
937,False,True,False,False
938,False,False,False,False
939,False,False,False,False
940,True,False,False,False
941,False,False,False,False
942,False,False,False,True
943,False,False,False,False
944,False,False,False,False
945,False,True,False,True
946,False,False,False,False
947,False,True,False,False
948,False,True,False,False
949,False,False,False,False
950,False,True,False,False
951,False,False,False,False
952,False,False,False,False
953,False,False,False,False
954,False,False,False,False
955,False,False,False,True
956,False,False,False,False
957,False,False,True,True
958,False,False,False,False
959,False,False,False,False
960,False,False,False,False
961,False,False,False,False
962,False,False,False,False
963,False,True,False,False
964,False,False,False,False
965,False,False,False,False
966,False,True,False,True
967,False,False,False,True
968,False,False,False,False
969,False,True,False,True
970,False,True,False,False
971,False,True,False,False
972,False,False,False,False
973,False,False,False,False
974,False,True,False,True
975,False,True,False,True
976,False,False,False,False
977,False,False,False,False
978,False,True,False,False
979,False,False,False,False
980,False,False,False,False
981,False,False,False,True
982,False,False,False,False
983,False,True,False,False
984,False,True,False,True
985,False,True,False,False
986,False,False,False,False
987,False,False,False,False
988,False,False,False,False
989,False,False,False,False
990,False,False,False,True
991,False,True,False,True
992,True,False,False,False
993,False,True,False,False
994,False,True,False,False
995,False,False,False,False
996,False,True,False,True
997,False,False,False,True
998,False,False,False,True
999,False,False,True,True
1000,False,True,False,True
1001,False,False,False,False
1002,False,True,False,False
1003,False,False,False,False
1004,False,False,False,True
1005,False,True,False,True
1006,False,False,False,True
1007,False,False,False,False
1008,False,False,False,False
1009,False,False,False,True
1010,False,False,False,True
1011,False,True,False,True
1012,True,False,False,False
1013,False,True,False,True
1014,True,False,False,False
1015,False,False,False,False
1016,False,False,False,True
1017,False,False,False,False
1018,False,False,False,False
1019,False,True,False,True
1020,False,False,False,False
1021,False,False,False,False
1022,False,True,False,False
1023,False,False,False,False
1024,False,False,True,True
1025,True,False,False,False
1026,False,False,True,True
1027,False,False,False,False
1028,False,True,False,False
1029,False,False,False,False
1030,False,False,True,True
1031,False,False,False,True
1032,True,False,False,False
1033,False,True,False,False
1034,True,False,False,False
1035,False,True,False,True
1036,False,True,False,True
1037,False,True,False,False
1038,False,False,False,False
1039,False,False,False,False
1040,True,False,False,False
1041,False,True,False,False
1042,False,False,False,True
1043,True,False,False,False
1044,False,False,False,True
1045,False,True,False,False
1046,True,False,False,False
1047,False,True,False,True
1048,False,False,False,True
1049,False,True,False,False
1050,False,True,False,True
1051,True,False,False,False
1052,False,False,True,True
1053,True,False,False,False
1054,False,True,False,True
1055,True,False,False,False
1056,True,False,False,False
1057,False,False,False,False
1058,False,False,False,False
1059,False,False,False,False
1060,False,False,False,False
1061,False,False,False,True
1062,False,False,False,False
1063,False,True,False,False
1064,True,False,False,False
1065,False,True,False,False
1066,False,False,False,False
1067,False,False,False,True
1068,False,False,False,False
1069,False,False,False,False
1070,True,False,False,False
1071,False,False,False,False
1072,False,False,False,False
1073,True,False,False,False
1074,False,True,False,False
1075,False,False,False,True
1076,True,False,False,False
1077,False,False,False,False
1078,False,False,False,False
1079,False,False,False,False
1080,True,False,False,False
1081,False,False,False,False
1082,False,False,False,False
1083,False,False,False,False
1084,False,False,False,False
1085,False,False,False,False
1086,False,False,False,True
1087,False,True,False,True
1088,True,False,False,False
1089,False,False,False,False
1090,False,False,False,False
1091,False,False,False,False
1092,False,True,False,False
1093,False,True,False,False
1094,True,False,False,False
1095,False,False,False,False
1096,False,False,False,False
1097,False,False,True,True
1098,False,True,False,False
1099,False,True,False,False
1100,False,True,False,True
1101,False,False,True,True
1102,False,False,False,True
1103,False,False,False,False
1104,False,False,False,True
1105,False,False,False,False
1106,False,False,False,False
1107,False,False,False,True
1108,False,False,False,True
1109,False,True,False,True
1110,False,True,False,False
1111,False,False,False,False
1112,False,True,False,True
1113,False,False,False,False
1114,False,False,False,False
1115,False,True,False,False
1116,False,False,False,False
1117,False,True,False,True
1118,False,False,False,False
1119,False,False,False,False
1120,False,False,True,True
1121,False,False,False,False
1122,True,False,False,False
1123,False,False,False,True
1124,False,False,False,True
1125,False,False,False,False
1126,False,True,False,False
1127,False,False,False,False
1128,False,False,False,False
1129,True,False,False,False
1130,False,True,False,False
1131,False,False,False,True
1132,True,False,False,False
1133,False,False,True,True
1134,False,False,False,False
1135,False,False,False,True
1136,False,False,False,False
1137,False,False,False,False
1138,True,False,False,False
1139,False,False,True,True
1140,True,False,False,False
1141,False,False,False,False
1142,False,False,False,False
1143,False,True,False,False
1144,False,True,False,False
1145,True,False,False,False
1146,False,False,False,False
1147,True,False,False,False
1148,True,False,False,False
1149,False,True,False,False
1150,False,True,False,False
1151,False,False,True,True
1152,False,False,False,False
1153,True,False,False,False
1154,False,False,False,False
1155,False,True,False,False
1156,False,True,False,True
1157,False,False,False,False
1158,False,False,False,False
1159,False,False,False,False
1160,False,False,False,False
1161,False,False,True,True
1162,False,False,False,False
1163,False,False,False,False
1164,False,False,False,True
1165,False,False,False,True
1166,False,False,False,False
1167,False,True,False,False
1168,True,False,False,False
1169,False,False,False,False
1170,False,False,False,False
1171,False,True,False,False
1172,False,True,False,True
1173,False,False,False,False
1174,False,False,False,True
1175,True,False,False,False
1176,False,False,False,False
1177,False,False,True,True
1178,False,False,False,False
1179,False,True,False,True
1180,False,False,False,False
1181,False,True,False,True
1182,False,True,False,False
1183,False,False,False,False
1184,False,False,False,False
1185,False,False,False,False
1186,False,False,False,False
1187,False,False,False,False
1188,False,True,False,True
1189,False,False,False,False
1190,False,False,False,False
1191,False,True,False,False
1192,False,False,False,True
1193,False,False,False,True
1194,False,True,False,False
1195,False,False,True,True
1196,False,False,False,False
1197,False,True,False,False
1198,False,True,False,False
1199,False,False,False,False
1200,False,False,False,False
1201,False,False,False,False
1202,False,True,False,True
1203,False,False,False,True
1204,False,True,False,True
1205,False,False,False,True
1206,False,True,False,True
1207,True,False,False,False
1208,False,False,False,False
1209,False,False,False,False
1210,True,False,False,False
1211,False,True,False,False
1212,False,True,False,False
1213,False,False,False,True
1214,False,False,False,False
1215,False,False,False,True
1216,True,False,False,False
1217,False,True,False,True
1218,False,False,False,False
1219,False,False,False,False
1220,False,False,False,False
1221,False,False,False,False
1222,False,False,True,True
1223,True,False,False,False
1224,False,False,False,True
1225,False,False,False,False
1226,True,False,False,False
1227,False,True,False,True
1228,True,False,False,False
1229,False,False,False,False
1230,False,True,False,False
1231,False,False,False,False
1232,False,True,False,False
1233,True,False,False,False
1234,False,False,False,False
1235,False,False,False,False
1236,False,False,False,True
1237,False,True,False,False
1238,True,False,False,False
1239,False,True,False,False
1240,True,False,False,False
1241,False,False,False,False
1242,False,False,False,False
1243,False,False,False,False
1244,False,False,False,True
1245,False,False,False,False
1246,False,False,True,True
1247,False,False,False,True
1248,True,False,False,False
1249,False,True,False,False
1250,False,False,False,True
1251,False,False,True,True
1252,True,False,False,False
1253,False,True,False,True
1254,False,False,False,False
1255,False,True,False,False
1256,False,True,False,False
1257,False,False,False,False
1258,True,False,False,False
1259,False,True,False,False
1260,False,True,False,False
1261,False,True,False,True
1262,False,False,False,True
1263,False,True,False,True
1264,False,False,True,True
1265,True,False,False,False
1266,False,False,False,False
1267,False,True,False,True
1268,False,False,False,False
1269,False,False,False,False
1270,False,True,False,False
1271,False,False,False,True
1272,False,True,False,False
1273,False,False,False,True
1274,True,False,False,False
1275,False,True,False,False
1276,False,True,False,False
1277,False,True,False,False
1278,False,False,False,False
1279,False,False,False,True
1280,False,False,False,False
1281,False,False,False,False
1282,True,False,False,False
1283,False,False,False,True
1284,False,False,False,False
1285,False,True,False,True
1286,False,True,False,True
1287,False,False,False,True
1288,False,False,False,False
1289,False,False,False,False
1290,False,False,False,False
1291,False,False,False,False
1292,False,False,False,False
1293,False,False,False,False
1294,False,False,False,False
1295,True,False,False,False
1296,False,False,False,False
1297,False,False,False,True
1298,True,False,False,False
1299,False,False,False,False
1300,False,False,False,False
1301,False,False,False,False
1302,False,True,False,False
1303,False,False,False,False
1304,False,False,False,False
1305,False,True,False,False
1306,True,False,False,False
1307,False,False,False,True
1308,False,True,False,False
1309,False,False,False,True
1310,False,False,False,False
1311,False,True,False,True
1312,False,True,False,True
1313,False,False,False,False
1314,False,True,False,True
1315,False,False,False,True
1316,False,False,True,True
1317,False,True,False,True
1318,False,True,False,True
1319,False,False,False,False
1320,False,False,False,True
1321,False,True,False,True
1322,False,False,False,False
1323,False,False,False,True
1324,False,False,False,False
1325,True,False,False,False
1326,True,False,False,False
1327,False,False,False,False
1328,False,False,False,False
1329,False,True,False,True
1330,False,False,False,True
1331,False,True,False,True
1332,True,False,False,False
1333,False,False,False,False
1334,False,False,False,True
1335,False,False,False,False
1336,True,False,False,False
1337,False,False,False,False
1338,False,False,False,False
1339,False,False,False,False
1340,False,False,False,False
1341,False,True,False,False
1342,False,False,True,True
1343,False,False,False,True
1344,False,True,False,False
1345,False,False,False,False
1346,True,False,False,False
1347,False,False,False,True
1348,False,True,False,False
1349,False,True,False,True
1350,False,False,False,False
1351,False,True,False,False
1352,False,True,False,False
1353,False,False,False,False
1354,False,True,False,True
1355,False,False,False,False
1356,False,False,False,False
1357,False,True,False,True
